feature_code,date_code,date_start,date_end,measurement,units,value,currently_smokes_cigarettes,type_of_tenure,household_type,gender,limiting_long_term_physical_or_mental_health_condition,age,date_diff,council_area
S12000039,2014,2014,NA,Percent,Percent Of Adults,76.8,No,All,All,All,All,All,NA,West Dunbartonshire
S12000039,2014,2014,NA,Percent,Percent Of Adults,76.8,No,All,All,All,All,All,NA,West Dunbartonshire
S12000036,2014,2014,NA,Percent,Percent Of Adults,82.7,No,All,All,All,All,All,NA,City of Edinburgh
S12000045,2014,2014,NA,Percent,Percent Of Adults,90.5,No,All,All,All,All,All,NA,East Dunbartonshire
S12000045,2014,2014,NA,Percent,Percent Of Adults,90.5,No,All,All,All,All,All,NA,East Dunbartonshire
S12000041,2014,2014,NA,Percent,Percent Of Adults,89.5,No,All,All,All,All,65 years and over,NA,Angus
S12000041,2014,2014,NA,Percent,Percent Of Adults,89.5,No,All,All,All,All,65 years and over,NA,Angus
S12000042,2014,2014,NA,Percent,Percent Of Adults,80.1,No,All,All,All,All,65 years and over,NA,Dundee City
S12000042,2014,2014,NA,Percent,Percent Of Adults,80.1,No,All,All,All,All,65 years and over,NA,Dundee City
S12000035,2014,2014,NA,Percent,Percent Of Adults,24.5,Yes,All,All,All,All,16-34 years,NA,Argyll and Bute
S12000005,2014,2014,NA,Percent,Percent Of Adults,33,Yes,All,All,All,All,16-34 years,NA,Clackmannanshire
S12000019,2014,2014,NA,Percent,Percent Of Adults,25.3,Yes,All,All,All,All,16-64 years,NA,Midlothian
S12000006,2014,2014,NA,Percent,Percent Of Adults,30.2,Yes,All,All,All,All,16-64 years,NA,Dumfries and Galloway
S12000017,2014,2014,NA,Percent,Percent Of Adults,25.6,Yes,All,All,All,All,16-64 years,NA,Highland
S12000048,2014,2014,NA,Percent,Percent Of Adults,17.2,Yes,All,All,All,All,All,NA,Perth and Kinross
S12000049,2014,2014,NA,Percent,Percent Of Adults,26.1,Yes,All,All,All,All,All,NA,Glasgow City
S12000008,2014,2014,NA,Percent,Percent Of Adults,24.3,Yes,All,All,All,All,16-34 years,NA,East Ayrshire
S12000010,2014,2014,NA,Percent,Percent Of Adults,80.8,No,All,All,All,All,All,NA,East Lothian
S12000021,2014,2014,NA,Percent,Percent Of Adults,72.9,No,All,All,All,All,16-64 years,NA,North Ayrshire
S12000040,2014,2014,NA,Percent,Percent Of Adults,78.6,No,All,All,All,All,16-64 years,NA,West Lothian
S12000034,2014,2014,NA,Percent,Percent Of Adults,76.8,No,All,All,All,All,16-64 years,NA,Aberdeenshire
S12000006,2014,2014,NA,Percent,Percent Of Adults,69.1,No,All,All,All,All,16-64 years,NA,Dumfries and Galloway
S12000013,2014,2014,NA,Percent,Percent Of Adults,66.5,No,All,All,All,All,16-64 years,NA,Na h-Eileanan Siar
S12000018,2014,2014,NA,Percent,Percent Of Adults,85.1,No,All,All,All,All,16-34 years,NA,Inverclyde
S12000018,2014,2014,NA,Percent,Percent Of Adults,85.1,No,All,All,All,All,16-34 years,NA,Inverclyde
S12000033,2014,2014,NA,Percent,Percent Of Adults,75.5,No,All,All,All,All,16-64 years,NA,Aberdeen City
S12000029,2014,2014,NA,Percent,Percent Of Adults,78,No,All,All,All,All,16-64 years,NA,South Lanarkshire
S12000029,2014,2014,NA,Percent,Percent Of Adults,78,No,All,All,All,All,16-64 years,NA,South Lanarkshire
S12000011,2014,2014,NA,Percent,Percent Of Adults,82.5,No,All,All,All,All,16-34 years,NA,East Renfrewshire
S12000011,2014,2014,NA,Percent,Percent Of Adults,82.5,No,All,All,All,All,16-34 years,NA,East Renfrewshire
S12000010,2014,2014,NA,Percent,Percent Of Adults,79,No,All,All,All,All,16-64 years,NA,East Lothian
S12000045,2014,2014,NA,Percent,Percent Of Adults,89.8,No,All,All,All,All,16-64 years,NA,East Dunbartonshire
S12000045,2014,2014,NA,Percent,Percent Of Adults,89.8,No,All,All,All,All,16-64 years,NA,East Dunbartonshire
S12000048,2014,2014,NA,Percent,Percent Of Adults,80.6,No,All,All,All,All,16-64 years,NA,Perth and Kinross
S12000048,2014,2014,NA,Percent,Percent Of Adults,82.8,No,All,All,All,All,All,NA,Perth and Kinross
S12000017,2014,2014,NA,Percent,Percent Of Adults,74.4,No,All,All,All,All,16-64 years,NA,Highland
S12000050,2014,2014,NA,Percent,Percent Of Adults,72.2,No,All,All,All,All,16-34 years,NA,North Lanarkshire
S12000035,2014,2014,NA,Percent,Percent Of Adults,77.7,No,All,All,All,All,16-64 years,NA,Argyll and Bute
S12000026,2014,2014,NA,Percent,Percent Of Adults,79.5,No,All,All,All,All,16-64 years,NA,Scottish Borders
S12000047,2014,2014,NA,Percent,Percent Of Adults,77,No,All,All,All,All,16-64 years,NA,Fife
S12000023,2014,2014,NA,Percent,Percent Of Adults,80.4,No,All,All,All,All,16-64 years,NA,Orkney Islands
S12000011,2014,2014,NA,Percent,Percent Of Adults,81.1,No,All,All,All,All,16-64 years,NA,East Renfrewshire
S12000011,2014,2014,NA,Percent,Percent Of Adults,81.1,No,All,All,All,All,16-64 years,NA,East Renfrewshire
S12000020,2014,2014,NA,Percent,Percent Of Adults,76,No,All,All,All,All,16-64 years,NA,Moray
S12000028,2014,2014,NA,Percent,Percent Of Adults,77.4,No,All,All,All,All,16-64 years,NA,South Ayrshire
S12000027,2014,2014,NA,Percent,Percent Of Adults,80.2,No,All,All,All,All,All,NA,Shetland Islands
S12000018,2014,2014,NA,Percent,Percent Of Adults,76.6,No,All,All,All,All,All,NA,Inverclyde
S12000018,2014,2014,NA,Percent,Percent Of Adults,76.6,No,All,All,All,All,All,NA,Inverclyde
S12000047,2014,2014,NA,Percent,Percent Of Adults,80.1,No,All,All,All,All,All,NA,Fife
S12000050,2014,2014,NA,Percent,Percent Of Adults,26,Yes,All,All,All,All,16-34 years,NA,North Lanarkshire
S12000028,2014,2014,NA,Percent,Percent Of Adults,19.8,Yes,All,All,All,All,16-34 years,NA,South Ayrshire
S12000038,2014,2014,NA,Percent,Percent Of Adults,22.6,Yes,All,All,All,All,16-34 years,NA,Renfrewshire
S12000038,2014,2014,NA,Percent,Percent Of Adults,22.6,Yes,All,All,All,All,16-34 years,NA,Renfrewshire
S12000029,2014,2014,NA,Percent,Percent Of Adults,32,Yes,All,All,All,All,16-34 years,NA,South Lanarkshire
S12000029,2014,2014,NA,Percent,Percent Of Adults,32,Yes,All,All,All,All,16-34 years,NA,South Lanarkshire
S12000047,2014,2014,NA,Percent,Percent Of Adults,22.9,Yes,All,All,All,All,16-64 years,NA,Fife
S12000026,2014,2014,NA,Percent,Percent Of Adults,15.5,Yes,All,All,All,All,16-34 years,NA,Scottish Borders
S12000021,2014,2014,NA,Percent,Percent Of Adults,22.7,Yes,All,All,All,All,16-34 years,NA,North Ayrshire
S12000011,2014,2014,NA,Percent,Percent Of Adults,17.6,Yes,All,All,All,All,16-34 years,NA,East Renfrewshire
S12000011,2014,2014,NA,Percent,Percent Of Adults,17.6,Yes,All,All,All,All,16-34 years,NA,East Renfrewshire
S12000049,2014,2014,NA,Percent,Percent Of Adults,22.5,Yes,All,All,All,All,16-34 years,NA,Glasgow City
S12000045,2014,2014,NA,Percent,Percent Of Adults,5.9,Yes,All,All,All,All,16-34 years,NA,East Dunbartonshire
S12000045,2014,2014,NA,Percent,Percent Of Adults,5.9,Yes,All,All,All,All,16-34 years,NA,East Dunbartonshire
S12000023,2014,2014,NA,Percent,Percent Of Adults,78.7,No,All,All,All,All,16-34 years,NA,Orkney Islands
S12000038,2014,2014,NA,Percent,Percent Of Adults,76.9,No,All,All,All,All,16-64 years,NA,Renfrewshire
S12000038,2014,2014,NA,Percent,Percent Of Adults,76.9,No,All,All,All,All,16-64 years,NA,Renfrewshire
S12000013,2014,2014,NA,Percent,Percent Of Adults,77.2,No,All,All,All,All,16-34 years,NA,Na h-Eileanan Siar
S12000017,2014,2014,NA,Percent,Percent Of Adults,72.9,No,All,All,All,All,16-34 years,NA,Highland
S12000027,2014,2014,NA,Percent,Percent Of Adults,72.5,No,All,All,All,All,16-34 years,NA,Shetland Islands
S12000049,2014,2014,NA,Percent,Percent Of Adults,72.7,No,All,All,All,All,16-64 years,NA,Glasgow City
S12000042,2014,2014,NA,Percent,Percent Of Adults,71.2,No,All,All,All,All,16-64 years,NA,Dundee City
S12000042,2014,2014,NA,Percent,Percent Of Adults,71.2,No,All,All,All,All,16-64 years,NA,Dundee City
S12000030,2014,2014,NA,Percent,Percent Of Adults,79.9,No,All,All,All,All,16-64 years,NA,Stirling
S12000008,2014,2014,NA,Percent,Percent Of Adults,74.2,No,All,All,All,All,16-64 years,NA,East Ayrshire
S12000036,2014,2014,NA,Percent,Percent Of Adults,81.3,No,All,All,All,All,16-64 years,NA,City of Edinburgh
S12000039,2014,2014,NA,Percent,Percent Of Adults,74.5,No,All,All,All,All,16-64 years,NA,West Dunbartonshire
S12000039,2014,2014,NA,Percent,Percent Of Adults,74.5,No,All,All,All,All,16-64 years,NA,West Dunbartonshire
S12000026,2014,2014,NA,Percent,Percent Of Adults,83,No,All,All,All,All,All,NA,Scottish Borders
S12000019,2014,2014,NA,Percent,Percent Of Adults,74.7,No,All,All,All,All,16-64 years,NA,Midlothian
S12000014,2014,2014,NA,Percent,Percent Of Adults,72.9,No,All,All,All,All,16-64 years,NA,Falkirk
S12000034,2014,2014,NA,Percent,Percent Of Adults,79.5,No,All,All,All,All,All,NA,Aberdeenshire
S12000027,2014,2014,NA,Percent,Percent Of Adults,76.7,No,All,All,All,All,16-64 years,NA,Shetland Islands
S12000005,2014,2014,NA,Percent,Percent Of Adults,66.9,No,All,All,All,All,16-64 years,NA,Clackmannanshire
S12000006,2014,2014,NA,Percent,Percent Of Adults,67.5,No,All,All,All,All,16-34 years,NA,Dumfries and Galloway
S12000014,2014,2014,NA,Percent,Percent Of Adults,63.6,No,All,All,All,All,16-34 years,NA,Falkirk
S12000027,2014,2014,NA,Percent,Percent Of Adults,78.8,No,All,All,All,All,35-64 years,NA,Shetland Islands
S12000010,2014,2014,NA,Percent,Percent Of Adults,67.4,No,All,All,All,All,16-34 years,NA,East Lothian
S12000049,2014,2014,NA,Percent,Percent Of Adults,77.5,No,All,All,All,All,16-34 years,NA,Glasgow City
S12000019,2014,2014,NA,Percent,Percent Of Adults,67.6,No,All,All,All,All,16-34 years,NA,Midlothian
S12000039,2014,2014,NA,Percent,Percent Of Adults,74.4,No,All,All,All,All,16-34 years,NA,West Dunbartonshire
S12000039,2014,2014,NA,Percent,Percent Of Adults,74.4,No,All,All,All,All,16-34 years,NA,West Dunbartonshire
S12000034,2014,2014,NA,Percent,Percent Of Adults,76.3,No,All,All,All,All,16-34 years,NA,Aberdeenshire
S12000041,2014,2014,NA,Percent,Percent Of Adults,74.2,No,All,All,All,All,16-64 years,NA,Angus
S12000041,2014,2014,NA,Percent,Percent Of Adults,74.2,No,All,All,All,All,16-64 years,NA,Angus
S12000013,2014,2014,NA,Percent,Percent Of Adults,61.9,No,All,All,All,All,35-64 years,NA,Na h-Eileanan Siar
S12000050,2014,2014,NA,Percent,Percent Of Adults,74.7,No,All,All,All,All,16-64 years,NA,North Lanarkshire
S12000039,2014,2014,NA,Percent,Percent Of Adults,74.6,No,All,All,All,All,35-64 years,NA,West Dunbartonshire
S12000039,2014,2014,NA,Percent,Percent Of Adults,74.6,No,All,All,All,All,35-64 years,NA,West Dunbartonshire
S12000038,2014,2014,NA,Percent,Percent Of Adults,77.4,No,All,All,All,All,16-34 years,NA,Renfrewshire
S12000038,2014,2014,NA,Percent,Percent Of Adults,77.4,No,All,All,All,All,16-34 years,NA,Renfrewshire
S12000008,2014,2014,NA,Percent,Percent Of Adults,73.4,No,All,All,All,All,35-64 years,NA,East Ayrshire
S12000005,2014,2014,NA,Percent,Percent Of Adults,67,No,All,All,All,All,16-34 years,NA,Clackmannanshire
S12000008,2014,2014,NA,Percent,Percent Of Adults,75.7,No,All,All,All,All,16-34 years,NA,East Ayrshire
S12000014,2014,2014,NA,Percent,Percent Of Adults,76.2,No,All,All,All,All,All,NA,Falkirk
S12000023,2014,2014,NA,Percent,Percent Of Adults,82.8,No,All,All,All,All,All,NA,Orkney Islands
S12000038,2014,2014,NA,Percent,Percent Of Adults,84.5,No,All,All,All,All,65 years and over,NA,Renfrewshire
S12000038,2014,2014,NA,Percent,Percent Of Adults,84.5,No,All,All,All,All,65 years and over,NA,Renfrewshire
S12000023,2014,2014,NA,Percent,Percent Of Adults,89.3,No,All,All,All,All,65 years and over,NA,Orkney Islands
S12000033,2014,2014,NA,Percent,Percent Of Adults,77.1,No,All,All,All,All,All,NA,Aberdeen City
S12000018,2014,2014,NA,Percent,Percent Of Adults,74,No,All,All,All,All,16-64 years,NA,Inverclyde
S12000018,2014,2014,NA,Percent,Percent Of Adults,74,No,All,All,All,All,16-64 years,NA,Inverclyde
S12000042,2014,2014,NA,Percent,Percent Of Adults,73.9,No,All,All,All,All,16-34 years,NA,Dundee City
S12000042,2014,2014,NA,Percent,Percent Of Adults,73.9,No,All,All,All,All,16-34 years,NA,Dundee City
S12000021,2014,2014,NA,Percent,Percent Of Adults,70.9,No,All,All,All,All,35-64 years,NA,North Ayrshire
S12000019,2014,2014,NA,Percent,Percent Of Adults,85.1,No,All,All,All,All,65 years and over,NA,Midlothian
S12000035,2014,2014,NA,Percent,Percent Of Adults,81.5,No,All,All,All,All,All,NA,Argyll and Bute
S12000048,2014,2014,NA,Percent,Percent Of Adults,80.9,No,All,All,All,All,16-34 years,NA,Perth and Kinross
S12000033,2014,2014,NA,Percent,Percent Of Adults,70.7,No,All,All,All,All,16-34 years,NA,Aberdeen City
S12000049,2014,2014,NA,Percent,Percent Of Adults,79.3,No,All,All,All,All,65 years and over,NA,Glasgow City
S12000018,2014,2014,NA,Percent,Percent Of Adults,84.9,No,All,All,All,All,65 years and over,NA,Inverclyde
S12000018,2014,2014,NA,Percent,Percent Of Adults,84.9,No,All,All,All,All,65 years and over,NA,Inverclyde
S12000019,2014,2014,NA,Percent,Percent Of Adults,78.5,No,All,All,All,All,35-64 years,NA,Midlothian
S12000047,2014,2014,NA,Percent,Percent Of Adults,70.9,No,All,All,All,All,16-34 years,NA,Fife
S12000036,2014,2014,NA,Percent,Percent Of Adults,81.1,No,All,All,All,All,35-64 years,NA,City of Edinburgh
S12000021,2014,2014,NA,Percent,Percent Of Adults,76.8,No,All,All,All,All,16-34 years,NA,North Ayrshire
S12000040,2014,2014,NA,Percent,Percent Of Adults,83,No,All,All,All,All,35-64 years,NA,West Lothian
S12000041,2014,2014,NA,Percent,Percent Of Adults,78.3,No,All,All,All,All,All,NA,Angus
S12000041,2014,2014,NA,Percent,Percent Of Adults,78.3,No,All,All,All,All,All,NA,Angus
S12000036,2014,2014,NA,Percent,Percent Of Adults,17.8,Yes,All,All,All,All,16-34 years,NA,City of Edinburgh
S12000030,2014,2014,NA,Percent,Percent Of Adults,92.1,No,All,All,All,All,65 years and over,NA,Stirling
S12000030,2014,2014,NA,Percent,Percent Of Adults,77,No,All,All,All,All,35-64 years,NA,Stirling
S12000010,2014,2014,NA,Percent,Percent Of Adults,84.8,No,All,All,All,All,35-64 years,NA,East Lothian
S12000006,2014,2014,NA,Percent,Percent Of Adults,69.9,No,All,All,All,All,35-64 years,NA,Dumfries and Galloway
S12000045,2014,2014,NA,Percent,Percent Of Adults,87.8,No,All,All,All,All,35-64 years,NA,East Dunbartonshire
S12000045,2014,2014,NA,Percent,Percent Of Adults,87.8,No,All,All,All,All,35-64 years,NA,East Dunbartonshire
S12000023,2014,2014,NA,Percent,Percent Of Adults,81.3,No,All,All,All,All,35-64 years,NA,Orkney Islands
S12000048,2014,2014,NA,Percent,Percent Of Adults,80.5,No,All,All,All,All,35-64 years,NA,Perth and Kinross
S12000017,2014,2014,NA,Percent,Percent Of Adults,75.2,No,All,All,All,All,35-64 years,NA,Highland
S12000014,2014,2014,NA,Percent,Percent Of Adults,77.8,No,All,All,All,All,35-64 years,NA,Falkirk
S12000041,2014,2014,NA,Percent,Percent Of Adults,72.8,No,All,All,All,All,35-64 years,NA,Angus
S12000041,2014,2014,NA,Percent,Percent Of Adults,72.8,No,All,All,All,All,35-64 years,NA,Angus
S12000049,2014,2014,NA,Percent,Percent Of Adults,68.5,No,All,All,All,All,35-64 years,NA,Glasgow City
S12000042,2014,2014,NA,Percent,Percent Of Adults,68.7,No,All,All,All,All,35-64 years,NA,Dundee City
S12000042,2014,2014,NA,Percent,Percent Of Adults,68.7,No,All,All,All,All,35-64 years,NA,Dundee City
S12000033,2014,2014,NA,Percent,Percent Of Adults,79.8,No,All,All,All,All,35-64 years,NA,Aberdeen City
S12000038,2014,2014,NA,Percent,Percent Of Adults,76.7,No,All,All,All,All,35-64 years,NA,Renfrewshire
S12000038,2014,2014,NA,Percent,Percent Of Adults,76.7,No,All,All,All,All,35-64 years,NA,Renfrewshire
S12000029,2014,2014,NA,Percent,Percent Of Adults,83.3,No,All,All,All,All,35-64 years,NA,South Lanarkshire
S12000029,2014,2014,NA,Percent,Percent Of Adults,83.3,No,All,All,All,All,35-64 years,NA,South Lanarkshire
S12000006,2014,2014,NA,Percent,Percent Of Adults,92.7,No,All,All,All,All,65 years and over,NA,Dumfries and Galloway
S12000028,2014,2014,NA,Percent,Percent Of Adults,89.6,No,All,All,All,All,65 years and over,NA,South Ayrshire
S12000011,2014,2014,NA,Percent,Percent Of Adults,86.4,No,All,All,All,All,65 years and over,NA,East Renfrewshire
S12000011,2014,2014,NA,Percent,Percent Of Adults,86.4,No,All,All,All,All,65 years and over,NA,East Renfrewshire
S12000048,2014,2014,NA,Percent,Percent Of Adults,89.1,No,All,All,All,All,65 years and over,NA,Perth and Kinross
S12000008,2014,2014,NA,Percent,Percent Of Adults,79.9,No,All,All,All,All,65 years and over,NA,East Ayrshire
S12000029,2014,2014,NA,Percent,Percent Of Adults,68,No,All,All,All,All,16-34 years,NA,South Lanarkshire
S12000029,2014,2014,NA,Percent,Percent Of Adults,68,No,All,All,All,All,16-34 years,NA,South Lanarkshire
S12000013,2014,2014,NA,Percent,Percent Of Adults,92.9,No,All,All,All,All,65 years and over,NA,Na h-Eileanan Siar
S12000027,2014,2014,NA,Percent,Percent Of Adults,92.3,No,All,All,All,All,65 years and over,NA,Shetland Islands
S12000035,2014,2014,NA,Percent,Percent Of Adults,75.5,No,All,All,All,All,16-34 years,NA,Argyll and Bute
S12000005,2014,2014,NA,Percent,Percent Of Adults,71.4,No,All,All,All,All,65 years and over,NA,Clackmannanshire
S12000020,2014,2014,NA,Percent,Percent Of Adults,74.8,No,All,All,All,All,16-34 years,NA,Moray
S12000047,2014,2014,NA,Percent,Percent Of Adults,90.2,No,All,All,All,All,65 years and over,NA,Fife
S12000010,2014,2014,NA,Percent,Percent Of Adults,86.5,No,All,All,All,All,65 years and over,NA,East Lothian
S12000028,2014,2014,NA,Percent,Percent Of Adults,79.7,No,All,All,All,All,16-34 years,NA,South Ayrshire
S12000030,2014,2014,NA,Percent,Percent Of Adults,84.4,No,All,All,All,All,16-34 years,NA,Stirling
S12000041,2014,2014,NA,Percent,Percent Of Adults,76.9,No,All,All,All,All,16-34 years,NA,Angus
S12000041,2014,2014,NA,Percent,Percent Of Adults,76.9,No,All,All,All,All,16-34 years,NA,Angus
S12000040,2014,2014,NA,Percent,Percent Of Adults,20.3,Yes,All,All,All,All,All,NA,West Lothian
S12000030,2014,2014,NA,Percent,Percent Of Adults,13.8,Yes,All,All,All,All,16-34 years,NA,Stirling
S12000041,2014,2014,NA,Percent,Percent Of Adults,25.8,Yes,All,All,All,All,16-64 years,NA,Angus
S12000041,2014,2014,NA,Percent,Percent Of Adults,25.8,Yes,All,All,All,All,16-64 years,NA,Angus
S12000034,2014,2014,NA,Percent,Percent Of Adults,20.5,Yes,All,All,All,All,All,NA,Aberdeenshire
S12000047,2014,2014,NA,Percent,Percent Of Adults,19.8,Yes,All,All,All,All,All,NA,Fife
S12000039,2014,2014,NA,Percent,Percent Of Adults,25.6,Yes,All,All,All,All,16-34 years,NA,West Dunbartonshire
S12000039,2014,2014,NA,Percent,Percent Of Adults,25.6,Yes,All,All,All,All,16-34 years,NA,West Dunbartonshire
S12000035,2014,2014,NA,Percent,Percent Of Adults,18.3,Yes,All,All,All,All,All,NA,Argyll and Bute
S12000029,2014,2014,NA,Percent,Percent Of Adults,19.9,Yes,All,All,All,All,All,NA,South Lanarkshire
S12000029,2014,2014,NA,Percent,Percent Of Adults,19.9,Yes,All,All,All,All,All,NA,South Lanarkshire
S12000036,2014,2014,NA,Percent,Percent Of Adults,17.1,Yes,All,All,All,All,All,NA,City of Edinburgh
S12000038,2014,2014,NA,Percent,Percent Of Adults,21.3,Yes,All,All,All,All,All,NA,Renfrewshire
S12000038,2014,2014,NA,Percent,Percent Of Adults,21.3,Yes,All,All,All,All,All,NA,Renfrewshire
S12000019,2014,2014,NA,Percent,Percent Of Adults,23,Yes,All,All,All,All,All,NA,Midlothian
S12000030,2014,2014,NA,Percent,Percent Of Adults,16.9,Yes,All,All,All,All,All,NA,Stirling
S12000033,2014,2014,NA,Percent,Percent Of Adults,22.8,Yes,All,All,All,All,All,NA,Aberdeen City
S12000039,2014,2014,NA,Percent,Percent Of Adults,22.8,Yes,All,All,All,All,All,NA,West Dunbartonshire
S12000039,2014,2014,NA,Percent,Percent Of Adults,22.8,Yes,All,All,All,All,All,NA,West Dunbartonshire
S12000020,2014,2014,NA,Percent,Percent Of Adults,92,No,All,All,All,All,65 years and over,NA,Moray
S12000036,2014,2014,NA,Percent,Percent Of Adults,89.2,No,All,All,All,All,65 years and over,NA,City of Edinburgh
S12000040,2014,2014,NA,Percent,Percent Of Adults,79.4,No,All,All,All,All,65 years and over,NA,West Lothian
S12000017,2014,2014,NA,Percent,Percent Of Adults,93.6,No,All,All,All,All,65 years and over,NA,Highland
S12000033,2014,2014,NA,Percent,Percent Of Adults,84.7,No,All,All,All,All,65 years and over,NA,Aberdeen City
S12000029,2014,2014,NA,Percent,Percent Of Adults,87.3,No,All,All,All,All,65 years and over,NA,South Lanarkshire
S12000029,2014,2014,NA,Percent,Percent Of Adults,87.3,No,All,All,All,All,65 years and over,NA,South Lanarkshire
S12000035,2014,2014,NA,Percent,Percent Of Adults,90.9,No,All,All,All,All,65 years and over,NA,Argyll and Bute
S12000026,2014,2014,NA,Percent,Percent Of Adults,91.8,No,All,All,All,All,65 years and over,NA,Scottish Borders
S12000021,2014,2014,NA,Percent,Percent Of Adults,89.4,No,All,All,All,All,65 years and over,NA,North Ayrshire
S12000026,2014,2014,NA,Percent,Percent Of Adults,84.5,No,All,All,All,All,16-34 years,NA,Scottish Borders
S12000029,2014,2014,NA,Percent,Percent Of Adults,80.1,No,All,All,All,All,All,NA,South Lanarkshire
S12000029,2014,2014,NA,Percent,Percent Of Adults,80.1,No,All,All,All,All,All,NA,South Lanarkshire
S12000050,2014,2014,NA,Percent,Percent Of Adults,84.1,No,All,All,All,All,65 years and over,NA,North Lanarkshire
S12000047,2014,2014,NA,Percent,Percent Of Adults,80.5,No,All,All,All,All,35-64 years,NA,Fife
S12000034,2014,2014,NA,Percent,Percent Of Adults,89.4,No,All,All,All,All,65 years and over,NA,Aberdeenshire
