feature_code,date_code,measurement,units,value,sex,age,simd_quintiles,urban_rural_classification
S92000003,2012-2014,95% Upper Confidence Limit,Years,81.7,Female,0 years,3,All
S92000003,2012-2014,Count,Years,79.75,Female,0 years,2,All
S92000003,2012-2014,95% Lower Confidence Limit,Years,81.32,Female,0 years,3,All
S92000003,2012-2014,Count,Years,81.51,Female,0 years,3,All
S92000003,2012-2014,95% Lower Confidence Limit,Years,77.05,Female,0 years,1 - most deprived,All
S92000003,2012-2014,Count,Years,77.08,Male,0 years,All,All
S92000003,2012-2014,95% Upper Confidence Limit,Years,79.96,Female,0 years,2,All
S92000003,2012-2014,95% Upper Confidence Limit,Years,77.46,Female,0 years,1 - most deprived,All
S92000003,2012-2014,95% Lower Confidence Limit,Years,79.55,Female,0 years,2,All
S92000003,2012-2014,Count,Years,77.25,Female,0 years,1 - most deprived,All
S92000003,2012-2014,95% Upper Confidence Limit,Years,77.89,Male,0 years,3,All
S92000003,2012-2014,95% Upper Confidence Limit,Years,82.97,Female,0 years,4,All
S92000003,2012-2014,95% Upper Confidence Limit,Years,81.16,Female,0 years,All,All
S92000003,2012-2014,95% Lower Confidence Limit,Years,77.48,Male,0 years,3,All
S92000003,2012-2014,Count,Years,75.3,Male,0 years,2,All
S92000003,2012-2014,Count,Years,79.62,Male,0 years,4,All
S92000003,2012-2014,Count,Years,82.79,Female,0 years,4,All
S92000003,2012-2014,95% Lower Confidence Limit,Years,82.6,Female,0 years,4,All
S92000003,2012-2014,95% Upper Confidence Limit,Years,84.52,Female,0 years,5 - least deprived,All
S12000005,2012-2014,95% Upper Confidence Limit,Years,81.05,Female,0 years,All,All
S12000005,2012-2014,95% Lower Confidence Limit,Years,76.15,Male,0 years,All,All
S12000005,2012-2014,Count,Years,80.2,Female,0 years,All,All
S12000005,2012-2014,95% Lower Confidence Limit,Years,79.35,Female,0 years,All,All
S12000005,2012-2014,Count,Years,77.12,Male,0 years,All,All
S12000005,2012-2014,95% Upper Confidence Limit,Years,78.08,Male,0 years,All,All
S12000006,2012-2014,95% Upper Confidence Limit,Years,81.95,Female,0 years,All,All
S12000006,2012-2014,95% Upper Confidence Limit,Years,78.55,Male,0 years,All,All
S12000006,2012-2014,95% Lower Confidence Limit,Years,80.94,Female,0 years,All,All
S12000006,2012-2014,Count,Years,81.44,Female,0 years,All,All
S12000006,2012-2014,Count,Years,77.96,Male,0 years,All,All
S12000006,2012-2014,95% Lower Confidence Limit,Years,77.38,Male,0 years,All,All
S12000008,2012-2014,Count,Years,79.63,Female,0 years,All,All
S12000008,2012-2014,95% Lower Confidence Limit,Years,79.04,Female,0 years,All,All
S12000008,2012-2014,95% Upper Confidence Limit,Years,80.22,Female,0 years,All,All
S12000008,2012-2014,Count,Years,75.82,Male,0 years,All,All
S12000008,2012-2014,95% Lower Confidence Limit,Years,75.14,Male,0 years,All,All
S12000008,2012-2014,95% Upper Confidence Limit,Years,76.5,Male,0 years,All,All
S12000010,2012-2014,95% Upper Confidence Limit,Years,79.1,Male,0 years,All,All
S12000010,2012-2014,95% Lower Confidence Limit,Years,81.46,Female,0 years,All,All
S12000010,2012-2014,Count,Years,82.08,Female,0 years,All,All
S12000010,2012-2014,Count,Years,78.43,Male,0 years,All,All
S12000010,2012-2014,95% Upper Confidence Limit,Years,82.69,Female,0 years,All,All
S12000010,2012-2014,95% Lower Confidence Limit,Years,77.77,Male,0 years,All,All
S12000011,2012-2014,Count,Years,79.66,Male,0 years,All,All
S12000011,2012-2014,95% Lower Confidence Limit,Years,82,Female,0 years,All,All
S12000011,2012-2014,95% Upper Confidence Limit,Years,80.41,Male,0 years,All,All
S12000011,2012-2014,95% Lower Confidence Limit,Years,78.91,Male,0 years,All,All
S12000011,2012-2014,95% Upper Confidence Limit,Years,83.34,Female,0 years,All,All
S12000011,2012-2014,Count,Years,82.67,Female,0 years,All,All
S12000013,2012-2014,95% Upper Confidence Limit,Years,83.4,Female,0 years,All,All
S12000013,2012-2014,95% Lower Confidence Limit,Years,80.87,Female,0 years,All,All
S12000013,2012-2014,95% Lower Confidence Limit,Years,75.7,Male,0 years,All,All
S12000013,2012-2014,Count,Years,82.13,Female,0 years,All,All
S12000013,2012-2014,Count,Years,76.88,Male,0 years,All,All
S12000013,2012-2014,95% Upper Confidence Limit,Years,78.06,Male,0 years,All,All
S12000014,2012-2014,95% Lower Confidence Limit,Years,76.66,Male,0 years,All,All
S12000014,2012-2014,95% Upper Confidence Limit,Years,77.79,Male,0 years,All,All
S12000014,2012-2014,Count,Years,77.22,Male,0 years,All,All
S12000014,2012-2014,95% Lower Confidence Limit,Years,80.46,Female,0 years,All,All
S12000014,2012-2014,95% Upper Confidence Limit,Years,81.45,Female,0 years,All,All
S12000014,2012-2014,Count,Years,80.95,Female,0 years,All,All
S12000017,2012-2014,95% Upper Confidence Limit,Years,78.68,Male,0 years,All,All
S12000017,2012-2014,Count,Years,82.71,Female,0 years,All,All
S12000017,2012-2014,95% Lower Confidence Limit,Years,82.29,Female,0 years,All,All
S12000017,2012-2014,95% Lower Confidence Limit,Years,77.76,Male,0 years,All,All
S12000017,2012-2014,95% Upper Confidence Limit,Years,83.13,Female,0 years,All,All
S12000017,2012-2014,Count,Years,78.22,Male,0 years,All,All
S12000018,2012-2014,Count,Years,75.47,Male,0 years,All,All
S12000018,2012-2014,95% Upper Confidence Limit,Years,81.42,Female,0 years,All,All
S12000018,2012-2014,Count,Years,80.74,Female,0 years,All,All
S12000018,2012-2014,95% Lower Confidence Limit,Years,80.05,Female,0 years,All,All
S12000018,2012-2014,95% Lower Confidence Limit,Years,74.71,Male,0 years,All,All
S12000018,2012-2014,95% Upper Confidence Limit,Years,76.24,Male,0 years,All,All
S12000019,2012-2014,95% Lower Confidence Limit,Years,80.89,Female,0 years,All,All
S12000019,2012-2014,95% Upper Confidence Limit,Years,78.11,Male,0 years,All,All
S12000019,2012-2014,95% Upper Confidence Limit,Years,82.19,Female,0 years,All,All
S12000019,2012-2014,Count,Years,81.54,Female,0 years,All,All
S12000019,2012-2014,Count,Years,77.33,Male,0 years,All,All
S12000019,2012-2014,95% Lower Confidence Limit,Years,76.56,Male,0 years,All,All
S12000020,2012-2014,95% Upper Confidence Limit,Years,79.21,Male,0 years,All,All
S12000020,2012-2014,95% Lower Confidence Limit,Years,77.8,Male,0 years,All,All
S12000020,2012-2014,Count,Years,78.51,Male,0 years,All,All
S12000020,2012-2014,95% Lower Confidence Limit,Years,81,Female,0 years,All,All
S12000020,2012-2014,95% Upper Confidence Limit,Years,82.38,Female,0 years,All,All
S12000020,2012-2014,Count,Years,81.69,Female,0 years,All,All
S12000021,2012-2014,95% Lower Confidence Limit,Years,80.46,Female,0 years,All,All
S12000021,2012-2014,Count,Years,76.39,Male,0 years,All,All
S12000021,2012-2014,95% Upper Confidence Limit,Years,77.01,Male,0 years,All,All
S12000021,2012-2014,Count,Years,80.98,Female,0 years,All,All
S12000021,2012-2014,95% Lower Confidence Limit,Years,75.78,Male,0 years,All,All
S12000021,2012-2014,95% Upper Confidence Limit,Years,81.49,Female,0 years,All,All
S12000023,2012-2014,95% Upper Confidence Limit,Years,80.25,Male,0 years,All,All
S12000023,2012-2014,Count,Years,82.87,Female,0 years,All,All
S12000023,2012-2014,95% Lower Confidence Limit,Years,77.05,Male,0 years,All,All
S12000023,2012-2014,95% Upper Confidence Limit,Years,84.13,Female,0 years,All,All
S12000023,2012-2014,95% Lower Confidence Limit,Years,81.61,Female,0 years,All,All
S12000023,2012-2014,Count,Years,78.65,Male,0 years,All,All
S12000026,2012-2014,Count,Years,82.44,Female,0 years,All,All
S12000026,2012-2014,95% Lower Confidence Limit,Years,81.88,Female,0 years,All,All
S12000026,2012-2014,95% Upper Confidence Limit,Years,83.01,Female,0 years,All,All
S12000026,2012-2014,Count,Years,79.23,Male,0 years,All,All
S12000026,2012-2014,95% Lower Confidence Limit,Years,78.62,Male,0 years,All,All
S12000026,2012-2014,95% Upper Confidence Limit,Years,79.84,Male,0 years,All,All
S12000027,2012-2014,Count,Years,77.83,Male,0 years,All,All
S12000027,2012-2014,95% Lower Confidence Limit,Years,81.07,Female,0 years,All,All
S12000027,2012-2014,95% Upper Confidence Limit,Years,83.71,Female,0 years,All,All
S12000027,2012-2014,Count,Years,82.39,Female,0 years,All,All
S12000027,2012-2014,95% Upper Confidence Limit,Years,79.32,Male,0 years,All,All
S12000027,2012-2014,95% Lower Confidence Limit,Years,76.34,Male,0 years,All,All
S12000028,2012-2014,95% Lower Confidence Limit,Years,77.48,Male,0 years,All,All
S12000028,2012-2014,95% Upper Confidence Limit,Years,78.82,Male,0 years,All,All
S12000028,2012-2014,Count,Years,78.15,Male,0 years,All,All
S12000028,2012-2014,Count,Years,80.91,Female,0 years,All,All
S12000028,2012-2014,95% Upper Confidence Limit,Years,81.49,Female,0 years,All,All
S12000028,2012-2014,95% Lower Confidence Limit,Years,80.33,Female,0 years,All,All
S12000029,2012-2014,Count,Years,76.61,Male,0 years,All,All
S12000029,2012-2014,Count,Years,80.81,Female,0 years,All,All
S12000029,2012-2014,95% Lower Confidence Limit,Years,80.47,Female,0 years,All,All
S12000029,2012-2014,95% Lower Confidence Limit,Years,76.23,Male,0 years,All,All
S12000029,2012-2014,95% Upper Confidence Limit,Years,81.14,Female,0 years,All,All
S12000029,2012-2014,95% Upper Confidence Limit,Years,77,Male,0 years,All,All
S12000030,2012-2014,95% Lower Confidence Limit,Years,77.6,Male,0 years,All,All
S12000030,2012-2014,95% Upper Confidence Limit,Years,82.58,Female,0 years,All,All
S12000030,2012-2014,95% Upper Confidence Limit,Years,79.03,Male,0 years,All,All
S12000030,2012-2014,95% Lower Confidence Limit,Years,81.27,Female,0 years,All,All
S12000030,2012-2014,Count,Years,78.32,Male,0 years,All,All
S12000030,2012-2014,Count,Years,81.92,Female,0 years,All,All
S12000033,2012-2014,95% Upper Confidence Limit,Years,77.21,Male,0 years,All,All
S12000033,2012-2014,Count,Years,81,Female,0 years,All,All
S12000033,2012-2014,95% Lower Confidence Limit,Years,80.56,Female,0 years,All,All
S12000033,2012-2014,Count,Years,76.73,Male,0 years,All,All
S12000033,2012-2014,95% Lower Confidence Limit,Years,76.25,Male,0 years,All,All
S12000033,2012-2014,95% Upper Confidence Limit,Years,81.44,Female,0 years,All,All
S12000034,2012-2014,95% Upper Confidence Limit,Years,82.58,Female,0 years,All,All
S12000034,2012-2014,Count,Years,79.34,Male,0 years,All,All
S12000034,2012-2014,95% Lower Confidence Limit,Years,78.92,Male,0 years,All,All
S12000034,2012-2014,95% Lower Confidence Limit,Years,81.79,Female,0 years,All,All
S12000034,2012-2014,Count,Years,82.18,Female,0 years,All,All
S12000034,2012-2014,95% Upper Confidence Limit,Years,79.75,Male,0 years,All,All
S12000035,2012-2014,95% Upper Confidence Limit,Years,78.98,Male,0 years,All,All
S12000035,2012-2014,95% Upper Confidence Limit,Years,82.56,Female,0 years,All,All
S12000035,2012-2014,95% Lower Confidence Limit,Years,77.46,Male,0 years,All,All
S12000035,2012-2014,95% Lower Confidence Limit,Years,81.21,Female,0 years,All,All
S12000035,2012-2014,Count,Years,78.22,Male,0 years,All,All
S12000035,2012-2014,Count,Years,81.88,Female,0 years,All,All
S12000036,2012-2014,Count,Years,82.1,Female,0 years,All,All
S12000036,2012-2014,Count,Years,77.81,Male,0 years,All,All
S12000036,2012-2014,95% Upper Confidence Limit,Years,78.14,Male,0 years,All,All
S12000036,2012-2014,95% Lower Confidence Limit,Years,81.8,Female,0 years,All,All
S12000036,2012-2014,95% Lower Confidence Limit,Years,77.48,Male,0 years,All,All
S12000036,2012-2014,95% Upper Confidence Limit,Years,82.4,Female,0 years,All,All
S12000038,2012-2014,Count,Years,75.85,Male,0 years,All,All
S12000038,2012-2014,95% Upper Confidence Limit,Years,76.39,Male,0 years,All,All
S12000038,2012-2014,95% Upper Confidence Limit,Years,81.09,Female,0 years,All,All
S12000038,2012-2014,Count,Years,80.62,Female,0 years,All,All
S12000038,2012-2014,95% Lower Confidence Limit,Years,75.31,Male,0 years,All,All
S12000038,2012-2014,95% Lower Confidence Limit,Years,80.16,Female,0 years,All,All
S12000041,2012-2014,Count,Years,81.74,Female,0 years,All,All
S12000041,2012-2014,Count,Years,78.58,Male,0 years,All,All
S12000041,2012-2014,95% Upper Confidence Limit,Years,82.34,Female,0 years,All,All
S12000041,2012-2014,95% Lower Confidence Limit,Years,81.14,Female,0 years,All,All
S12000041,2012-2014,95% Upper Confidence Limit,Years,79.21,Male,0 years,All,All
S12000041,2012-2014,95% Lower Confidence Limit,Years,77.95,Male,0 years,All,All
S12000042,2012-2014,95% Lower Confidence Limit,Years,74.64,Male,0 years,All,All
S12000042,2012-2014,95% Upper Confidence Limit,Years,75.89,Male,0 years,All,All
S12000042,2012-2014,Count,Years,75.26,Male,0 years,All,All
S12000042,2012-2014,Count,Years,80.05,Female,0 years,All,All
S12000042,2012-2014,95% Lower Confidence Limit,Years,79.49,Female,0 years,All,All
S12000042,2012-2014,95% Upper Confidence Limit,Years,80.62,Female,0 years,All,All
S12000045,2012-2014,Count,Years,83.53,Female,0 years,All,All
S12000045,2012-2014,Count,Years,80.52,Male,0 years,All,All
S12000045,2012-2014,95% Upper Confidence Limit,Years,84.11,Female,0 years,All,All
S12000045,2012-2014,95% Lower Confidence Limit,Years,82.94,Female,0 years,All,All
S12000045,2012-2014,95% Lower Confidence Limit,Years,79.86,Male,0 years,All,All
S12000045,2012-2014,95% Upper Confidence Limit,Years,81.17,Male,0 years,All,All
S08000015,2012-2014,95% Upper Confidence Limit,Years,80.85,Female,0 years,All,All
S08000015,2012-2014,95% Upper Confidence Limit,Years,77.12,Male,0 years,All,All
S08000015,2012-2014,95% Lower Confidence Limit,Years,80.2,Female,0 years,All,All
S08000015,2012-2014,Count,Years,80.53,Female,0 years,All,All
S08000015,2012-2014,95% Lower Confidence Limit,Years,76.36,Male,0 years,All,All
S08000015,2012-2014,Count,Years,76.74,Male,0 years,All,All
S08000016,2012-2014,95% Upper Confidence Limit,Years,83.02,Female,0 years,All,All
S08000016,2012-2014,Count,Years,82.45,Female,0 years,All,All
S08000016,2012-2014,95% Upper Confidence Limit,Years,79.84,Male,0 years,All,All
S08000016,2012-2014,95% Lower Confidence Limit,Years,81.89,Female,0 years,All,All
S08000016,2012-2014,Count,Years,79.23,Male,0 years,All,All
S08000016,2012-2014,95% Lower Confidence Limit,Years,78.62,Male,0 years,All,All
S08000017,2012-2014,95% Lower Confidence Limit,Years,80.94,Female,0 years,All,All
S08000017,2012-2014,95% Upper Confidence Limit,Years,81.95,Female,0 years,All,All
S08000017,2012-2014,95% Lower Confidence Limit,Years,77.38,Male,0 years,All,All
S08000017,2012-2014,Count,Years,77.96,Male,0 years,All,All
S08000017,2012-2014,Count,Years,81.44,Female,0 years,All,All
S08000017,2012-2014,95% Upper Confidence Limit,Years,78.55,Male,0 years,All,All
S08000019,2012-2014,Count,Years,77.52,Male,0 years,All,All
S08000019,2012-2014,Count,Years,81.09,Female,0 years,All,All
S08000019,2012-2014,95% Lower Confidence Limit,Years,80.73,Female,0 years,All,All
S08000019,2012-2014,95% Upper Confidence Limit,Years,77.93,Male,0 years,All,All
S08000019,2012-2014,95% Upper Confidence Limit,Years,81.45,Female,0 years,All,All
S08000019,2012-2014,95% Lower Confidence Limit,Years,77.12,Male,0 years,All,All
S08000020,2012-2014,95% Upper Confidence Limit,Years,78.54,Male,0 years,All,All
S08000020,2012-2014,95% Lower Confidence Limit,Years,81.42,Female,0 years,All,All
S08000020,2012-2014,Count,Years,81.69,Female,0 years,All,All
S08000020,2012-2014,95% Upper Confidence Limit,Years,81.95,Female,0 years,All,All
S08000020,2012-2014,Count,Years,78.26,Male,0 years,All,All
S08000020,2012-2014,95% Lower Confidence Limit,Years,77.97,Male,0 years,All,All
S08000022,2012-2014,95% Lower Confidence Limit,Years,77.84,Male,0 years,All,All
S08000022,2012-2014,Count,Years,82.45,Female,0 years,All,All
S08000022,2012-2014,95% Upper Confidence Limit,Years,82.81,Female,0 years,All,All
S08000022,2012-2014,95% Lower Confidence Limit,Years,82.09,Female,0 years,All,All
S08000022,2012-2014,Count,Years,78.23,Male,0 years,All,All
S08000022,2012-2014,95% Upper Confidence Limit,Years,78.62,Male,0 years,All,All
S08000024,2012-2014,95% Lower Confidence Limit,Years,81.51,Female,0 years,All,All
S08000024,2012-2014,95% Upper Confidence Limit,Years,78.1,Male,0 years,All,All
S08000024,2012-2014,Count,Years,77.86,Male,0 years,All,All
S08000024,2012-2014,95% Upper Confidence Limit,Years,81.95,Female,0 years,All,All
S08000024,2012-2014,95% Lower Confidence Limit,Years,77.62,Male,0 years,All,All
S08000024,2012-2014,Count,Years,81.73,Female,0 years,All,All
S08000025,2012-2014,Count,Years,82.87,Female,0 years,All,All
S08000025,2012-2014,95% Lower Confidence Limit,Years,77.05,Male,0 years,All,All
S08000025,2012-2014,95% Upper Confidence Limit,Years,80.25,Male,0 years,All,All
S08000025,2012-2014,95% Upper Confidence Limit,Years,84.13,Female,0 years,All,All
S08000025,2012-2014,95% Lower Confidence Limit,Years,81.61,Female,0 years,All,All
S08000025,2012-2014,Count,Years,78.65,Male,0 years,All,All
S08000026,2012-2014,95% Lower Confidence Limit,Years,76.34,Male,0 years,All,All
S08000026,2012-2014,95% Lower Confidence Limit,Years,81.07,Female,0 years,All,All
S08000026,2012-2014,95% Upper Confidence Limit,Years,83.71,Female,0 years,All,All
S08000026,2012-2014,95% Upper Confidence Limit,Years,79.32,Male,0 years,All,All
S08000026,2012-2014,Count,Years,82.39,Female,0 years,All,All
S08000026,2012-2014,Count,Years,77.83,Male,0 years,All,All
S08000028,2012-2014,Count,Years,76.88,Male,0 years,All,All
S08000028,2012-2014,Count,Years,82.13,Female,0 years,All,All
S08000028,2012-2014,95% Lower Confidence Limit,Years,75.7,Male,0 years,All,All
S08000028,2012-2014,95% Upper Confidence Limit,Years,83.4,Female,0 years,All,All
S08000028,2012-2014,95% Lower Confidence Limit,Years,80.87,Female,0 years,All,All
S08000028,2012-2014,95% Upper Confidence Limit,Years,78.06,Male,0 years,All,All
S12000047,2012-2014,Count,Years,77.58,Male,0 years,All,All
S12000047,2012-2014,95% Lower Confidence Limit,Years,81.03,Female,0 years,All,All
S12000047,2012-2014,95% Upper Confidence Limit,Years,81.71,Female,0 years,All,All
S12000047,2012-2014,95% Lower Confidence Limit,Years,77.22,Male,0 years,All,All
S12000047,2012-2014,Count,Years,81.37,Female,0 years,All,All
S12000047,2012-2014,95% Upper Confidence Limit,Years,77.95,Male,0 years,All,All
S12000048,2012-2014,95% Upper Confidence Limit,Years,83.33,Female,0 years,All,All
S12000048,2012-2014,95% Lower Confidence Limit,Years,82.31,Female,0 years,All,All
S12000048,2012-2014,95% Lower Confidence Limit,Years,78.84,Male,0 years,All,All
S12000048,2012-2014,Count,Years,79.39,Male,0 years,All,All
S12000048,2012-2014,Count,Years,82.82,Female,0 years,All,All
S12000048,2012-2014,95% Upper Confidence Limit,Years,79.94,Male,0 years,All,All
S08000029,2012-2014,95% Upper Confidence Limit,Years,77.95,Male,0 years,All,All
