FeatureCode,DateCode,Measurement,Units,Value,Currently Smokes Cigarettes,Type Of Tenure,Household Type,Gender,Limiting Long-term Physical or Mental Health Condition,Age
S12000021,2014-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,25.9,Yes,All,All,All,All,All
S14000004,2014-2015,Percent,Percent Of Adults,21.4,Yes,All,All,All,All,All
S13002704,2014-2017,Percent,Percent Of Adults,32.8,Yes,All,All,All,All,All
S12000034,2014-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,16.9,Yes,All,All,All,All,All
S14000002,2014-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,16.2,Yes,All,All,All,All,All
S13002695,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,32.2,Yes,All,All,All,All,All
S16000094,2014-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,17.3,Yes,All,All,All,All,All
S14000005,2014-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,22.9,Yes,All,All,All,All,All
S13002749,2014-2017,Percent,Percent Of Adults,25.9,Yes,All,All,All,All,All
S13002580,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,4.1,Yes,All,All,All,All,All
S12000028,2012-2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,15.5,Yes,All,All,All,All,All
S14000051,2012-2013,Percent,Percent Of Adults,18.9,Yes,All,All,All,All,All
S14000057,2014-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,12.2,Yes,All,All,All,All,All
S14000029,2012-2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,23,Yes,All,All,All,All,All
S13002707,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,31.8,Yes,All,All,All,All,All
S14000059,2012-2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,24.9,Yes,All,All,All,All,All
S16000114,2016-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,17.5,Yes,All,All,All,All,All
S13002665,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,24.7,Yes,All,All,All,All,All
S14000039,2014-2015,Percent,Percent Of Adults,19.5,Yes,All,All,All,All,All
S12000008,2015,Percent,Percent Of Adults,21,Yes,All,All,All,All,16-34 years
S12000038,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,16.4,Yes,All,All,All,All,All
S12000034,2014-2015,Percent,Percent Of Adults,19.2,Yes,All,All,All,All,All
S13002778,2014-2017,Percent,Percent Of Adults,21.7,Yes,All,All,All,All,All
S16000112,2014-2015,Percent,Percent Of Adults,18.8,Yes,All,All,All,All,All
S16000146,2014-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,31.6,Yes,All,All,All,All,All
S13002668,2014-2017,Percent,Percent Of Adults,20.2,Yes,All,All,All,All,All
S13002742,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,35.6,Yes,All,All,All,All,All
S14000040,2014-2015,Percent,Percent Of Adults,21.9,Yes,All,All,All,All,All
S08000031,2016,Percent,Percent Of Adults,20.6,Yes,All,All,All,All,All
S13002745,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,6.1,Yes,All,All,All,All,All
S14000041,2014-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,26.8,Yes,All,All,All,All,All
S14000042,2014-2015,Percent,Percent Of Adults,20.4,Yes,All,All,All,All,All
S12000006,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,23.5,Yes,All,All,All,All,All
S14000014,2014-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,21.5,Yes,All,All,All,All,All
S13002775,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,24.6,Yes,All,All,All,All,All
S16000117,2016-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,14.3,Yes,All,All,All,All,All
S13002693,2014-2017,Percent,Percent Of Adults,23,Yes,All,All,All,All,All
S12000026,2012-2013,Percent,Percent Of Adults,21.1,Yes,All,All,All,All,All
S13002745,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,16,Yes,All,All,All,All,All
S16000097,2016-2017,Percent,Percent Of Adults,21.3,Yes,All,All,All,All,All
S13002791,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,12.1,Yes,All,All,All,All,All
S13002789,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,11,Yes,All,All,All,All,All
S14000007,2016-2017,Percent,Percent Of Adults,21.4,Yes,All,All,All,All,All
S13002726,2014-2017,Percent,Percent Of Adults,29.8,Yes,All,All,All,All,All
S12000042,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,24.7,Yes,All,All,All,All,16-34 years
S13002692,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,17.2,Yes,All,All,All,All,All
S13002669,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,17.6,Yes,All,All,All,All,All
S12000006,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,23.3,Yes,All,All,All,All,16-34 years
S13002713,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,15.7,Yes,All,All,All,All,All
S12000027,2013,Percent,Percent Of Adults,17,Yes,All,All,All,All,16-34 years
S12000045,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,0,Yes,All,All,All,All,16-34 years
S13002613,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,24.6,Yes,All,All,All,All,All
S13002771,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,9.6,Yes,All,All,All,All,All
S16000115,2016-2017,Percent,Percent Of Adults,22,Yes,All,All,All,All,All
S12000033,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,14.8,Yes,All,All,All,All,All
S12000021,2014,Percent,Percent Of Adults,22.7,Yes,All,All,All,All,16-34 years
S14000007,2014-2015,Percent,Percent Of Adults,25.4,Yes,All,All,All,All,All
S13002711,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,27.9,Yes,All,All,All,All,All
S14000011,2014-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,19.6,Yes,All,All,All,All,All
S12000040,2012-2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,24.5,Yes,All,All,All,All,All
S14000053,2014-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,20.1,Yes,All,All,All,All,All
S13002701,2014-2017,Percent,Percent Of Adults,26,Yes,All,All,All,All,All
S16000108,2016-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,9.7,Yes,All,All,All,All,All
S12000041,2012-2013,Percent,Percent Of Adults,22.4,Yes,All,All,All,All,All
S12000045,2016,Percent,Percent Of Adults,15.3,Yes,All,All,All,All,All
S12000005,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,33.5,Yes,All,All,All,All,16-34 years
S13002715,2014-2017,Percent,Percent Of Adults,19.7,Yes,All,All,All,All,All
S13002700,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,14.5,Yes,All,All,All,All,All
S12000041,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,42.4,Yes,All,All,All,All,16-34 years
S12000026,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,7,Yes,All,All,All,All,16-34 years
S14000038,2014-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,27.1,Yes,All,All,All,All,All
S12000039,2013,Percent,Percent Of Adults,19.7,Yes,All,All,All,All,16-34 years
S12000014,2014-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,23,Yes,All,All,All,All,All
S13002720,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,31.6,Yes,All,All,All,All,All
S13002785,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,16.1,Yes,All,All,All,All,All
S12000005,2012-2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,29.5,Yes,All,All,All,All,All
S12000050,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,32.7,Yes,All,All,All,All,16-34 years
S14000020,2012-2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,27.9,Yes,All,All,All,All,All
S12000013,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,9.2,Yes,All,All,All,All,16-34 years
S16000119,2016-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,19.2,Yes,All,All,All,All,All
S13002801,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,38.1,Yes,All,All,All,All,All
S16000112,2016-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,21.7,Yes,All,All,All,All,All
S12000005,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,14.6,Yes,All,All,All,All,16-34 years
S13002789,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,21.8,Yes,All,All,All,All,All
S13002759,2012-2015,Percent,Percent Of Adults,14.4,Yes,All,All,All,All,All
S13002765,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,6.6,Yes,All,All,All,All,All
S13002802,2014-2017,Percent,Percent Of Adults,15.9,Yes,All,All,All,All,All
S12000006,2012-2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,19.4,Yes,All,All,All,All,All
S12000040,2012-2015,Percent,Percent Of Adults,20.8,Yes,All,All,All,All,All
S14000053,2014-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,30,Yes,All,All,All,All,All
S16000110,2016-2017,Percent,Percent Of Adults,18.1,Yes,All,All,All,All,All
S14000056,2014-2015,Percent,Percent Of Adults,21.1,Yes,All,All,All,All,All
S13002763,2012-2015,Percent,Percent Of Adults,22.7,Yes,All,All,All,All,All
S08000026,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,24.7,Yes,All,All,All,All,All
S13002613,2014-2017,Percent,Percent Of Adults,18.4,Yes,All,All,All,All,All
S13002628,2014-2017,Percent,Percent Of Adults,14.6,Yes,All,All,All,All,All
S12000018,2012-2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,31.9,Yes,All,All,All,All,All
S16000116,2016-2017,Percent,Percent Of Adults,21.7,Yes,All,All,All,All,All
S14000044,2014-2015,Percent,Percent Of Adults,21.7,Yes,All,All,All,All,All
S16000074,2014-2015,Percent,Percent Of Adults,23.3,Yes,All,All,All,All,All
S92000003,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,17.3,Yes,All,All,All,All,All
S13002754,2012-2015,Percent,Percent Of Adults,23.4,Yes,All,All,All,All,All
S12000013,2012-2013,Percent,Percent Of Adults,21.6,Yes,All,All,All,All,All
S14000044,2014-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,17.3,Yes,All,All,All,All,All
S12000030,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,32.8,Yes,All,All,All,All,16-34 years
S14000058,2012-2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,14,Yes,All,All,All,All,All
S14000022,2012-2013,Percent,Percent Of Adults,20.9,Yes,All,All,All,All,All
S12000008,2014-2015,Percent,Percent Of Adults,22.8,Yes,All,All,All,All,All
S14000054,2014-2015,Percent,Percent Of Adults,19,Yes,All,All,All,All,All
S12000020,2012-2013,Percent,Percent Of Adults,21.5,Yes,All,All,All,All,All
S12000006,2012-2013,Percent,Percent Of Adults,21.7,Yes,All,All,All,All,All
S12000040,2012-2013,Percent,Percent Of Adults,21.6,Yes,All,All,All,All,All
S13002786,2014-2017,Percent,Percent Of Adults,21.3,Yes,All,All,All,All,All
S13002779,2014-2017,Percent,Percent Of Adults,14.8,Yes,All,All,All,All,All
S13002709,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,18.9,Yes,All,All,All,All,All
S13002772,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,16.3,Yes,All,All,All,All,All
S12000011,2012-2013,Percent,Percent Of Adults,13.1,Yes,All,All,All,All,All
S14000027,2012-2013,Percent,Percent Of Adults,21.4,Yes,All,All,All,All,All
S12000006,2014-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,20.5,Yes,All,All,All,All,All
S12000027,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,31.3,Yes,All,All,All,All,16-34 years
S12000005,2012,Percent,Percent Of Adults,24,Yes,All,All,All,All,16-34 years
S12000026,2017,Percent,Percent Of Adults,31.2,Yes,All,All,All,All,16-34 years
S12000029,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,18.2,Yes,All,All,All,All,16-34 years
S14000055,2014-2015,Percent,Percent Of Adults,21.9,Yes,All,All,All,All,All
S14000053,2014-2015,Percent,Percent Of Adults,25,Yes,All,All,All,All,All
S13002781,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,24.9,Yes,All,All,All,All,All
S12000011,2012-2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,10.1,Yes,All,All,All,All,All
S12000011,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,6.3,Yes,All,All,All,All,16-34 years
S12000030,2013,Percent,Percent Of Adults,23.1,Yes,All,All,All,All,16-34 years
S12000005,2012-2013,Percent,Percent Of Adults,25.6,Yes,All,All,All,All,All
S12000034,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,9.9,Yes,All,All,All,All,16-34 years
S12000006,2014-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,26,Yes,All,All,All,All,All
S12000038,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,26.2,Yes,All,All,All,All,All
S13002706,2014-2017,Percent,Percent Of Adults,17.8,Yes,All,All,All,All,All
S12000011,2014,Percent,Percent Of Adults,17.6,Yes,All,All,All,All,16-34 years
S12000020,2012-2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,25,Yes,All,All,All,All,All
S13002757,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,35.4,Yes,All,All,All,All,All
S12000018,2012-2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,24.2,Yes,All,All,All,All,All
S14000050,2014-2015,Percent,Percent Of Adults,20.5,Yes,All,All,All,All,All
S13002782,2014-2017,Percent,Percent Of Adults,13,Yes,All,All,All,All,All
S12000033,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,27.4,Yes,All,All,All,All,16-34 years
S12000006,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,44.9,Yes,All,All,All,All,16-34 years
S12000042,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,18,Yes,All,All,All,All,16-34 years
S12000033,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,13.1,Yes,All,All,All,All,16-34 years
S12000019,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,8.9,Yes,All,All,All,All,16-34 years
S13002800,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,17.8,Yes,All,All,All,All,All
S14000058,2014-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,19.3,Yes,All,All,All,All,All
S12000038,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,25.1,Yes,All,All,All,All,16-34 years
S12000050,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,15.9,Yes,All,All,All,All,16-34 years
S16000095,2016-2017,Percent,Percent Of Adults,25.8,Yes,All,All,All,All,All
S14000059,2012-2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,32.3,Yes,All,All,All,All,All
S12000008,2014-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,19.7,Yes,All,All,All,All,All
S13002693,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,15,Yes,All,All,All,All,All
S12000039,2016,Percent,Percent Of Adults,19.4,Yes,All,All,All,All,16-34 years
S12000027,2017,Percent,Percent Of Adults,20.4,Yes,All,All,All,All,16-34 years
S13002814,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,17.6,Yes,All,All,All,All,All
S12000034,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,15.9,Yes,All,All,All,All,16-34 years
S13002704,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,26.8,Yes,All,All,All,All,All
S12000023,2012-2013,Percent,Percent Of Adults,18.6,Yes,All,All,All,All,All
S12000023,2012-2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,14.6,Yes,All,All,All,All,All
S16000095,2016-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,20.6,Yes,All,All,All,All,All
S12000033,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,35.6,Yes,All,All,All,All,16-34 years
S12000020,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,13,Yes,All,All,All,All,16-34 years
S12000039,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,34,Yes,All,All,All,All,16-34 years
S12000013,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,9.1,Yes,All,All,All,All,16-34 years
S12000028,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,30,Yes,All,All,All,All,16-34 years
S12000030,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,12.2,Yes,All,All,All,All,16-34 years
S08000022,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,11.2,Yes,All,All,All,All,16-34 years
S12000033,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,21.5,Yes,All,All,All,All,16-34 years
S12000006,2014-2015,Percent,Percent Of Adults,23.3,Yes,All,All,All,All,All
S12000011,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,2,Yes,All,All,All,All,16-34 years
S13002800,2014-2017,Percent,Percent Of Adults,12.2,Yes,All,All,All,All,All
S13002696,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,11.2,Yes,All,All,All,All,All
S92000003,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,21.9,Yes,All,All,All,All,16-34 years
S08000024,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,23.1,Yes,All,All,All,All,16-34 years
S12000017,2013,Percent,Percent Of Adults,19.9,Yes,All,All,All,All,16-34 years
S12000028,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,18.9,Yes,All,All,All,All,16-34 years
S14000021,2016-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,91.7,No,All,All,All,All,All
S13002784,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,85.7,No,All,All,All,All,All
S14000035,2014-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,66.3,No,All,All,All,All,All
S12000035,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,86.9,No,All,All,All,All,All
S14000021,2016-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,85.4,No,All,All,All,All,All
S12000047,2012-2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,73.7,No,All,All,All,All,All
S13002554,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,82.4,No,All,All,All,All,All
S13002785,2012-2015,Percent,Percent Of Adults,79,No,All,All,All,All,All
S13002797,2012-2015,Percent,Percent Of Adults,72,No,All,All,All,All,All
S16000102,2014-2015,Percent,Percent Of Adults,79.3,No,All,All,All,All,All
S14000025,2016-2017,Percent,Percent Of Adults,79.4,No,All,All,All,All,All
S16000096,2014-2015,Percent,Percent Of Adults,79,No,All,All,All,All,All
S14000034,2016-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,73.7,No,All,All,All,All,All
S16000092,2014-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,71,No,All,All,All,All,All
S13002786,2012-2015,Percent,Percent Of Adults,78.2,No,All,All,All,All,All
S12000028,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,79,No,All,All,All,All,All
S13002789,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,89.1,No,All,All,All,All,All
S12000013,2016-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,78.4,No,All,All,All,All,All
S13002789,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,73.3,No,All,All,All,All,All
S14000022,2016-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,77.2,No,All,All,All,All,All
S14000025,2016-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,83,No,All,All,All,All,All
S13002566,2014-2017,Percent,Percent Of Adults,88.3,No,All,All,All,All,All
S16000122,2016-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,68.5,No,All,All,All,All,All
S13002580,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,88.5,No,All,All,All,All,All
S13002497,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,88.9,No,All,All,All,All,All
S12000048,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,86.2,No,All,All,All,All,All
